text,score
  The boarding went on very smooth. The seat was very comfortable and had enough legroom. I was really disappointed with the meals. I chose the lemon chicken with fried rice. It was a very small portion. No salad was offered. The bread roll was in plastic packet cold and dry. The chocolate cake for dessert was okay. Usually flights between the east coast of Australia and Asia they offer a main meal and a pre arrival meal but on this trip no pre arrival meal was given. I feel like SQ is trying to save money by doing this. The IFE was good. Overall I won't be flying with them in the future. ,0
"  Washington to Istanbul return on Turkish Airlines. The crew was very efficient and helpful, and the bottle of water they give out in economy is a nice touch. The inflight entertainment system is excellent and easy to use. Wifi is offered but for a price in economy which I choose not to avail of. On the return flight the captain paid a visit to the economy section and talked and joked with a number of the passengers. I wish Turkish Airlines would bring back the Turkish food they used to serve in Economy (the menu was the same when I last flew with them in December 2017), and they would stop showing the silly safety videos. First with the magician and now with legos!",1
"  The worst airline on the planet: Only get your ticket and don't ask for anything because you won't get it. We paid for extra legroom seats almost $500 extra and we did not get them. We paid to select our seats and they gave us different seats. We asked for the bassinet and we did not get it. We called to ask for the weight of the suitcases and they told us 30 kilo per bag when we get there they say it's actually 23 kilos. They don't care that they gave us the wrong information, They fined us for each bag. They said sorry we don't have extra leg room seats left. Are you kidding me? You already know how many extra legroom seats you have and to how many people did you sell those? Turkish Airlines is a thief and wants your money. They have the most horrible customer service and you will never see your money back. Don't waste your time asking for a refund. ",0
"  New York JFK to Hong Kong return. Although generally good service per reputation, several items were quite disappointing.  Cathay Pacific Airways does not subscribe to TSA Pre Check so security lines at JFK are particularly long. Second, they do not have wifi, which for a 15 hour flight is very isolating. Also, the return in premium economy was not markedly better than outbound in economy, except for bigger seat. Premium economy cabin service was spotty, trays left out long after meal with no follow up coffee or drink refills during or after dinner service. Food cart rammed my aisle knee very hard twice with little apology. As others have noted only 1 toilet for all of premium economy  which lead to long lines/wait times. They did not recognize One World affiliate FFs on same level. I am lifetime Gold in Advantage, but got nothing in terms of boarding, seat preference, upgrade consideration, etc. Check in was good but not above average. Overall, disappointing when compared to touted Asian carriers and almost as poor as AA, UAL or DL long haul.",0
"  EK202 was delayed from JFK to pax annoyance, as a result missed connecting flight which I chose to have 1:20 hrs layover but now I'm waiting for almost 6 hrs at DXB. Other reasons, I was assigned different seat at JFK while I had pre-booked another one. Food wasn't impressive, Qatar Airways had better food a few weeks earlier on the same route, Crew was great. Full disclosure, at DXB a staff members waited near plane exit to direct passengers, handing new Boarding Pass and food vouchers. I'm still waiting for the next flight, and haven't checked airport voucher food yet (hope it won't restrict me to a Big Mac or some).",1
"  The airline sold me a ticket, changing in Paris, but left nowhere near enough time to get through security and run across the airport. It was pretty humiliating, and the staff were incredibly rude. When I complained about it, the customer service lady threatened to cancel my return ticket and actually dismissed me with a 'dusting off her hands' motion. They have completely ignored my request for a refund (it left me £233 out of pocket and with a ruined trip. It took all day just to get home).",0
"  It was my first time flying Turkish Airline and it was a very pleasant journey. The flight I took was from London Heathrow to Taipei via Istanbul. I chose this airline simply because it provided the best route/price for the date that I had to fly. The staff were all diligent, kind and helpful. As well, I was surprised to have received the amenity kit sitting on an economy seat. They also gave out a warm hand towel and menu before serving meals which I find very considerate.",1
  The May 19 flight was announced as a cancelled flight while waiting at the gate when all passengers have already checked in. The cancelled flight was rescheduled the next day but was delayed for 3.5 hours.,1
"  I had a little problem at the check-in counter in Barcelona that was solved thanks to the attention and the comprehension of the ground crew. The pilots were great, nor only we took off on time but we also landed a bit in advance. The meals were worthy of 4* restaurant and the selected wine was perfect (as a French citizen, it makes the difference). The cabin crew assigned to my seat were great in dealing with my vagal uneasiness, they gave me a 5* service while I was feeling so unwell. I am looking forward to flying with them again soon. ",1
"  Johannesburg to New York JFK via Dubai. There was a total of 7 of us travelling on 2 separate bookings (6 people on 1 booking, 1 on another). Our flights home beginning on August 3, 2016 had us travelling with British Airways, Emirates and JetBlue Airways. We had no issues with our flights on British Airways and Jet Blue. Our luck ran out upon dealing with Emirates for our return flight home. I called Emirates August 2, 2016 (24 hours prior to our flight) to request kids meals and a vegan meal for 3 of our passengers. While on the phone with the representative, I inquired on our current seating arrangements to ensure the children would be sitting with the adults in our party. When I provided the booking number for my husband, I was advised his ticket was cancelled. You can imagine my shock upon hearing this. I asked the representative why it was cancelled, who cancelled it and when. I was advised it was cancelled July 24 – 1 day after we started travelling – and 6 months after booking the flight. The representative advised Emirates cancelled the ticket as they saw 2 tickets for a Brett Hale. My son’s name is BH Jr and my husband is BH. There is no space to enter a suffix within the Travelocity website. However, it is noted that one ticket was a child’s ticket and one was for an adult. In addition, I had to input the date of birth for each traveler.I never once received a phone call or email from Emirates to confirm I did in fact book a duplicate ticket. And I did not receive a refund for the cost of a ticket that they cancelled. After the representative informed me that Emirates made the error in cancelling my husband’s booking, I requested his ticket to be reinstated as it was, so we would all be travelling together. I was told that the second leg was full and that wasn’t an option. While informing the representative that that was not acceptable and that Emirates needed to find a way to ensure my husband was travelling with us, I was told he would send an email on an “Urgent Basis” and someone would be in touch with me. At this point, it is 7pm and the first leg of our flight home (via British Airways) is at 8am. I had been on the phone with him for over an hour. We were in a game reserve in the middle of South Africa and my cell phone did not have service. He advised I could try calling back in an hour. Long story short, it took over 4 hours and multiple phone calls to multiple people to get his ticket reinstated. Even then, I was not confident he would be flying home with us. I was extremely dissatisfied with the level of customer service and how they handle their own errors.",0
"  London Heathrow to Dubai. The service we received today was appalling. This is the second time we have flown with this airline and the service has been consistently poor. First of all the staff took over an hour for the trays to be cleared leaving us highly uncomfortable in our seats. The hostess snapped at me when I asked for the trays to be cleared reporting that she has 400 passengers to cater for. Another staff snapped and told us we should wait when we requested for juice to eat our meal which was served an hour after everyone had eaten, as our preferred choice had .",0
"  I booked premium economy because I have knee problems. The seats are just OK (shell type that slides down but not built for a person over 6 feet), and the food is the same as economy, although it was the best fish I ever had on a plane. Overall, a very decent product, and the flight was on time. They lost my luggage, so I did not have winter clothing as it was summer in South Africa. I bought what I needed for €240 and Air France reimbursed me within 10 days. Overall, very satisfied and impressed by the no fuzz reimbursement.",1
"  Sydney to Singapore. Biggest standout which are most important to me. Service -staff have excellent communication are very proactive, thoughtful and attentive to your needs. The flight was very smooth with the pilot's communication being very clear. Food: excellent without being flamboyant.",1
  The infight Filipino crew were the best. They were able to provide excellent service to all passengers. Requests made by passenger were given full attention and services provided were genuine.,1
" I booked this airline because of the paid wifi option. It worked on the first leg of my trip (Manila to Dubai) but it didnt work at all on the 2nd leg (Dubai to Washington Dulles - 14 hours). This route to the US is longer than the Pacific route but I booked it precisely because it offered paid internet. Unluckily, the internet did not work on the longest leg. I filed a complaint to Emirates and they said that it is really not their problem and I should file a complaint to their internet service provider.",0
"  I should state the inflight crews are nice and the aircraft are nice, however, when things go wrong, this airline is the worst I have ever experienced and does not care if customers face issues. I recently undertook a Business QSuite Trip from from London to Angola for the cost of circa £5000 and the biggest problem was as a result of an initial 6 hour delay due to problems with the aircraft, we missed the second Qatar Airways flight. As a result Qatar gave us no options but rerouted us down to Johannesburg and then up to Angola. This resulted in a 17 hour journey becoming 32hr, but the biggest problem was the Qatar booked some of this via an alternate airline organised by Qatar Airways, which I can only describe as ancient and worrying. This was meant to be a QSuite flight and was chosen so I could work en-route, arrive refreshed and get to work straight away. I wrote to Qatar Airways on my return and they paid out the initial compulsory delayed compensation and then gave a very generic ""Sorry, we take your feedback seriously"". I have made no progress getting any sort of resolution, all you can get is the generic response). The entire AV system didn't work on one flight - I couldn't charge my laptop on one flight.  Overall, the very worst customer service ever experienced.",0
"  Bangkok to New York via Istanbul. I have nostalgic affection for Turkish, and have flown them many times from Istanbul to New York - their Premium Economy on that route is one of the great bargains of air travel. Their Business product is another matter, though it has its good points. I flew it long haul from Bangkok to New York with mixed results. The A330 is small and cramped, especially if you are used to flying the A380 with Emirates, say. Cathay also fly this plane, however, and they herringbone the seats to give you privacy. No such luck with Turkish. The 2-2-2 configuration means you are either next to someone snoring with no divider - and no privacy whatsoever - or you are constantly leaping over someones legs to get to the bathroom. The cabin felt claustrophobic and hot for this reason. Food is superb and yes I love the little candles! Service is also professional and smiling and wines are high quality. Inflight entertainment is pretty mediocre : small screens, not much choice and low-brow movie selection. As is quite common with Turkish, my connection with New York was missed and when I arrived in Istanbul there was zero help from ground staff. I was just left to fend for myself. Appointments for the following day in NY duly cancelled, I struggled for four hours to get out of the airport with my (temporarily misplaced) bags and get a hotel voucher (vast line, an offer for a three star hotel). Not a Business class experience, to say the least. The limitations of Istanbul airport are not the fault of Turkish, of course, but the airline needs to seriously rethink its ground operations in the event of transit mishaps, especially as they are so common that I now hesitate about doing any connections in Istanbul. I arrived in NY the next day in a pretty bad mood. Coming back, boarding at JFK was like a rugby scrum, with no priority boarding and no organization. Stress all the way. All in all, Turkish Airlines try hard to make the on-bard experience friendly and gastronomically coddling which one has to appreciate, But for several thousands dollars I think I'll be flying a Far Eastern or Gulf airline next time - the product is just so much better and more logistically sophisticated.  As many others have noted here, there is no customer service and so your little complaint will go entirely ignored, as mine was. In the future, I will use Turkish for short haul flights in Economy because they fly to alot of places and are good value for money. I'll leave Business trips to the big boys.",0
" Bangkok to New York via Dubai. Very unfortunate experience on my latest Emirates flight. I'm a Skywards member that flew in late February 2017 and had a poor experience. Later I made a complaint via email including the details. They took more than 5 weeks to reply and then just told me it never happened. From what I understand, this is par for the course with their customer service. I'm horrified by the customer service for this top-rated airline. I won't be flying them again.",0
"  Todays flight they ran out of meal choice and my screen continuously glitched even after hostess reset it. They didn’t have immigration forms onboard, which caused bottle neck in the airport. Previous flights they ran out of drinks after first round and were flustered running out of food so compensated with chocolates and chip packets.",0
"  Flew Dubai to Melbourne via Singapore. I found the flight very enjoyable and on par with previous flights with Singapore Airlines. Check in on both the going and return trip was smooth and pleasant. The theme was reflected across the rest of the flight meaning at no point was I left feeling stressed or perturbed. I especially enjoyed the return flight from SIN to DXB since they had used a newly refurbished 777-300ER which had all the new bells and whistles, incl. touch screen IFE and refreshed seats. While I did not use the in-flight Wi-fi, it was good to know it was available and operating.",1
"  Lima to Paris. Very poor. Online check in wasn't possible from Lima. Enquiries to customer services were dealt with in an unsatisfactory way. The seats on the plane were uncomfortable. Cabin crew didn't seem to take their job very seriously. The safety talk at the beginning did not seem to be done properly (didn't seem to be enough staff to do both sides of the plane). Food was okay. Luggage was transitted no problem. In flight entertainment was dated and didnt work, old fashioned screens in economy.",0
"  Booked flight on Emirates website but first part of journey was from regional Australia with Qantas flight. Luggage checked all way through to Dubai so did not have to transfer it at Brisbane. Checked in on line and when arrived in Brisbane the customer service was very good allowing us to change seats to back of plane as was not a full flight so had 3 seats for 2 passengers, a very comfortable flight and the cabin crew bringing around drinks between meal service. Arrived Safely in Dubai on time.",1
"  Singapore to Johannesburg. Daylight flight on A350 in premium economy. Checking-in and boarding was quick and efficient, with a warm welcome on-board, as is the norm with Singapore Airlines. There is generous locker space in premium economy, sufficient to allow blankets, pillows etc not immediately required to be stowed. Drinks and nuts were served shortly after take off, with champagne offered, but unfortunately served in a tiny plastic faux champagne glass. We had ordered lunch from book the cook. The quality was good, but would be so much better if served on proper plates and not in foil dishes. It is unfortunate that Singapore provide only economy service in premium economy. Drinks were offered with the meal, but again served in small plastic tumblers. Wine was simply red or white, and of mediocre quality. No refills were offered, and when trays were collected some time later a requested refill never materialised. With a good choice of entertainment and a comfortable seat the 11 hour flight seemed to pass quite quickly. The crew came round on a number of occasions with water and fruit, and a second hot meal was provided 2 hours before landing. Overall it was a very pleasant flight. The small premium economy cabin is very pleasant, and the A350 is a very nice aircraft. However it is unfortunate that the enhanced level of service expected in premium economy is not provided.",1
"  We flew an itinerary Melbourne to Dubai return via Singapore in August 2023. We joined their Krisflyer membership. Having done that, we opted in for their ""Auto Check In"" for each flight. Singapore Airlines automatically check you in and email your printable boarding passes 24 hours before each flight departure. You do not have to check yourself in online. Our flights and seating for MEL-Singapore, Singapore-Dubai, Dubai_Singapore we were auto checked in and I printed the boarding passes at the hotel each time. But, while staying in Singapore for 2 days prior to our flight, 24 hours before our SIN-MEL flight, I kept checking my emails for the auto check in. By 1pm, 12 hours before our midnight SQ237 flight I received no auto check in. I knew something was wrong. I called their Singapore call centre and quoted my SQ RES Number, and said I have not received our boarding passes. For no reason, they hung up. I re-dialed the number, another operator, same thing, they hung up. On the third attempt the first thing I said to the operator ""Do not hang up"" I gave my REF booking number and we had pre-allocated seats 41D and 41E. The operator said ""I cannot find this REF number"". I patiently said, "" Go to SQ237 seats 41D&41E  you will see our names on those seats."" Nothing. I started to get distressed but kept my cool. I said ""If we go to the Airport they can sort it out"". No. you are not on that flight. So, I said, "" what do we do?"" He told us we have to re-book the same flight for the next day and pay an extra re-booking fee of $430. At that moment I thought, we just have to get on a flight, book it and work out the problem later. I looked up the seating on my ipad as he was doing the re-booking and requested the vacant seats, 70B&70C. He told me they are not available and put us in a three row on 46DEF. We went to the hotel lobby and booked an extra night at$353. We got to the airport 9 hours before our flight at 3pm, and showed them our paper itinerary at check in and said we did not receive an auto check in email or boarding passes and that 70B&70C are in fact available, and yes they were. Do your own check in online. I am in the process of filing both a complaint and claim to Singapore Airlines.",0
"  My partner is a student, and we’re in the process of moving her home, we called to add her student Kris-Flyer account to her ticket and they confirmed over the phone they did, and that they left a note and that they unfortunately couldn’t send email confirmation - despite our requests. The ground crew were asking for email confirmation and attempted to charge us 600+ euros for the extra weight (€60/kg) despite our allowance supposedly covering this. Then the ground crew advised us to pay now and attempt to claim later (which in a previous experience which costed me €2000 didn’t get me any return) We turned up 4 hours before our flight. It’s been 2 while being on hold again for another hour to get re-confirmation. If you value you your time more than this avoid them if you can, pre-covid, Singapore was best in class. Now they’ve begun to nose-dive.",0
"  From arriving at the airport on our journey and throughout the cabin staff were run off there feet, and are a credit to the firm. Very pleasant and accommodating, nothing was too much trouble. Having read the baggage policies many times, and cutting our baggage to a minimum, I was appalled at how many people were over the limit on size, number and weight of the cabin luggage. The cabin staff are having to struggle on moving bags around to get everybody accommodated, they should not be lifting these overweight bulky items to a level higher than they are. Then having to pacify a complaining passenger whose bag was more than the accepted size because they had to move it further down the cabin. I would like to say a big thank you to all the cabin staff that delivered great care and devotion to all in my section D/E 31, They worked wonders.",1
"  I booked a flight on Singapore Airlines on the 18 March 2016. I checked in at Manila NAIA Terminal 3 and the check in staff provided excellent Customer service. I was very pleased with the service provided by the cabin crew as they paid a lot of attention to the passengers needs. IFE needs to be updated to cater to the needs of passengers. I was unfortunate to experience the first generation IFE Tv monitor on my flight. I feel that the airline needs to upgrade their IFE to ensure passengers are well taken care of. I will definitely fly again with them!
",1
" San Francisco to Jakarta via Incheon. To be clear, the prestige class cabins in Korean are not cutting edge, they aren't the best in the skies. Infact, the seat width are quite narrow, and could be noticed when trying to stretch out. Though, while they lack on the hard product, they throw all this over with their soft product. The cabin crew were very disciplined and very friendly. They did speak perfect English and did go around the cabin a lot to make sure if anyone needs a drink or would like some freshly baked cookies that they have just made (they were excellent). They had excellent food and a lot of it. They were all cooked to perfection, both the Korean and Western meals. Although I would recommend the Korean dishes because they are after all, a Korean Airline. IFE is acceptable with new movies and a good airshow that worked, so no complaints there. Overall, Korean Air has reasonable fares from Asia to North America and is worth the price. Even though the seat is not cutting edge, you will be able to sleep (especially because of food coma). I do not have enough words to express just how perfect the cabin crew were, and they made the whole experience worthy.",1
"  Istanbul to Geneva. This airline is a mess. On the ground I asked to change my seat even if I needed to upgrade - “we are full”, so I asked again “ok so your answer is no?”, “yes I just told you we are full”. I got on the plane and business class is empty.I asked the flight manager “sorry I cannot upgrade you on the plane”!  First they have no idea of the situation or seating arrangement or he didn’t listen to my request, or they are not interested in being successful and profitable.",0
"  First flight from Dubai to Doha was extremely hot until about 20 minutes after take-off (it was around 45 degrees in Dubai). The A320 was small and did not appear to have been cleaned since the previous flight. Doha to Kuala Lumpur was first delayed by 2 hours, then by another 4 hours, with no explanation for the first 2 hours. Flight was delayed a total of 6 hours due to a technical difficulty with the plane, however there was a serious lack of communication. Inflight entertainment was outdated. Flights on the way back were marginally better and at least they were on time. ",0
  Istanbul to Barcelona. We missed our flight in Istanbul.  We asked for help we even pleaded for help and was ignored by everyone behind counter.  We called the customer service and received no help because of lack of English. Finally about 2 hours after our flight had left we were able to talk with someone at the counter and told we had to buy a full priced ticket for $700 per passenger.  We called our son back in the states and he was able to get us on the same flight that they were trying to sell us for $700 for only $270 from an online travel site. ,0
"  If you live outside of the EU, Air France will not compensate you for a severely delayed or cancelled flight. On September 22, just a few hours before boarding an Air France flight from Vancouver to Paris, I was informed by email that Air France had cancelled my second flight from Paris to Nairobi where I was supposed to begin a safari. My only option was to take a Kenya Air flight from Paris to Nairobi, 12 hours after I landed at Charles de Gaulle airport. Usually when you are forced to wait 12 hours because your airline cancels your flight, you are offered a minimum of 600 Euro compensation (this is even written on the Air France info site). But Air France refuses to compensate me, using the loophole of an obscure 2004 regulation that states that if the flight does not originate or end within the EU, they're off the hook. First of all, my cancelled flight 814 originated in Paris, which in the middle of the EU. Secondly, since when does an international airline that flies all over the world, compensate only those who fly witin the EU? Air France has an obligation to treat all customers equally, and not give preferential treatment to customers who fly only within the EU. When I flew from Dublin to Vancouver last year, and the flight was delayed by 10 hours, Air Canada paid me compensation. ",0
"  Warsaw to Hanoi via Dubai. There was a significance difference in the quality of service between the 2 flights. The mainly Polish crew on the Warsaw to Dubai leg were quite abrupt and rude. The chief purser seemed very stressed and the crew did not seem professional at all. The TV screens were also quite old and not very responsive. The Dubai to Hanoi leg was much better. We had more comfortable seats towards the rear of the plane and the crew were excellent. Especially, the Brazilian flight attendant who saw we were trying to take a selfie and kindly offered to take the photo herself. Her colleague even went and pulled down all the window blinds in the last few rows to make the photo clearer. I was seriously impressed with this level of attentiveness. So overall, Emirates is a bit of a mixed bag in terms of the quality of the staff. Some are amazing, others mediocre at best - and some downright rude.",1
" Cape Town to Sydney via Dubai. Emirates has to be the worst airline I have ever travelled with. They state on your ticket that you are allowed 30kg of checked in baggage. However, when you check in this changes to two 23kg bags. Now because most passengers are over 23kg and are not in a position to buy a new bag at the airport, they let you ""get out"" of the dilemma by paying $75 (USA). Most passengers I met on board stated they had to pay this amount. When myself and the other passengers inquired about this amount to ground staff, we were all rudely told ""you need to read the fine print and that it a new Emirates policy"". I was also shouted at by the senior manager in Cape Town because I asked him to explain why this policy was in place. After we argued for almost 30 mins, he turned to the other ground staff and started laughing. They also ran out of food and I had to miss dinner despite paying for this service. Staff on board also don't seem to like their job as they don't respond to the assistance light and frequently forget what they told you. As a frequent traveller to all parts of the world, this is the worst airline I have ever flown. Emirates has become an arrogant airline which now seems to accept bad service and rude staff. I will never travel with them ever again.",0
"  Turkish Airlines has disappointed us twice. Especially the customer service was very disappointing and made us very upset. We travelled from Düsseldorf via Istanbul to Riyadh and back in Sept 2023. Both ways we had delays. The way there we could not make it to the connecting flight, so we were offered a later flight and a voucher for some food at IST airport. The food court was disappointing, as all the ‘restaurants’ that are on the voucher offer had non vegetarian food. The way back we had a delay as well. We arrived at gate A1. In the airplane they could not give us any information about the connecting flight (whether it would wait for us or not, or about from which gate the connecting flight was leaving). We ran for 25 minutes (and really a sprint) and we made it. Our luggage did not. When we arrived at Düsseldorf airport we made a report with the employee from the lost and found department. She told us the luggage would be sent to our home address. It never happened. 3 days after that we received an email that our luggage arrived in Dusseldorf. But since then we never heard from them again. So frustrating. Customer service of Turkish Airlines said it was not their responsibility anymore, it was the handling office at the airport. The only thing the Airline did was sending emails to this office (we did that as well), but without any result. They never got back to us and did nothing to help us. We sent dozens of emails and called everyday, but without success. In the end we travelled 2 hours back and forth to get our luggage. Besides that, it was not possible to make an official complaint. The customer service on the phone told me to fill in a feedback form, but the reaction on this form said they could not handle this feedback. I cannot believe how bad the service of Turkish Airlines is. Never ever have I’ve experienced something like this.",0
"  Shanghai to Dubai. Fantastic crew. Emirates has never let me down with their service, be it on the ground or in the air. Very punctual chauffeur pick-up from the hotel to the airport, smooth boarding and one of the best crews ever on this flight. Super attentive and ever so helpful, I could have stayed onboard for much longer!",1
"  Sydney to Delhi via Singapore. Amazing airline. Excellent customer service. Good food. But cannot understand how this, one of the best airline in the world, has ignored the plight of thousands of travellers who order special meal for so long. The problem is neither with the food nor the service standard of the crew. It is to do with the processes of serving the special meals. Special meals are first served. But no drinks are offered or served on demand. Either one should wait until the remaining passengers are served food with drinks and get a drink and let the nice food sit on the tray and let it get cold. Or eat the food without any drinks, not even water. Singapore Airline should change its processes so thst the crew should bring the same trolley containing the selection of drinks while serving the special meal and offer the same selection of drinks to passengers being served special meal.",1
"  Belgrade to Doha. Belgrade's airport is small and you cannot get lost. Checking in was fast, but my passport needed several scans. First boarder control then security separate at each gate. Business lounge a kind of basic, but ok. First time on a Qatar Airways narrow body aircraft. 12 seats in a 2-2 configuration, seat the same as on the airline's A330-300. Very comfortable and fully flat, really big touch screens. Only the room for the feet on the 2C/D and 3C/D a little restricted for taller men. Amenity kit without cosmetics, but sufficient for a 4 hours 40 minutes flight time. Food and drink menu superbe as always. Not much difference in comfort in comparison to a wide body aircraft.",1
" Paris to Vancouver. Enjoyed flying with Air France. Boarding was on time, organised and ground hostess were smiling and friendly. The aircraft was clean with a beautiful cabin. Economy seat are quite comfortable and the inflight entertainment is pretty good. An hour after take off lunch was served, food was good and more bread was offered during the service. Another lighter meal was served before landing in Vancouver. There was also a bar setup at the back of the aircraft with some snacks where passengers could help themselves in case they were hungry during this long flight. I travel very often and I have to say Air France is doing very well compared to other European airlines. Totally recommend flying Air France.",1
"  Dubai to Gothenburg via Paris. First time flying with Air France since 2004. The service was as good as I remembered. The food and drinks were very good. After take off a nice snack with a chicken salad, bread, croissant, and a dessert with a nice hot breakfast before landing. The crew were very nice and service minded. On the second flight with HOP also great service and a nice snack included.",1
"  Melbourne to Delhi via Singapore. Check in fast and swift, and a good Lounge in Melbourne. A333 from MEL to SIN departed on time, and had plenty of room to spread around as flight was relatively empty. IFE good. Did not eat on this flight and cannot comment on food. Singapore lounge in Terminal 2 so so, and looks more like a canteen. SIN to DEL red eye operated by a Boeing 777-200 which was refitted. Packed flight and crew not as good. Food and IFE average.  Not bad flights but won't say they were very good either.",1
" I travelled from Istanbul to Kayseri on Turkish Airlines flight TK 7296 on 22nd June 2019. The flight was delayed for 2 hours and upon reaching Kayseri, our baggage didn't come. We waited for 30 minutes, only to meet the person who informed that our baggage was left in Istanbul as the flight was overweight. We weren't provided with any proper reports for the same and the personnel just wrote our details on a paper while promising us to deliver us baggage to our hotel in Cappadocia, the next morning (a pathetic manner to handle such situation where no official report is made). Next morning, I called, emailed concerned authorities hundreds of times and never received an appropriate response. The only thing I got to hear was to call someone else or I should speak in the Turkish language because the people there do not understand English (which is horrible for someone who works at an airport). In fact, one of the personnel lied saying my baggage has left for Cappadocia. After all the frustration, I drove 1 hour to Kayseri airport to collect my baggage. Nobody was there to check if we are collecting the right baggage (anybody can take anyone's else bags). No proper report was given. The next afternoon (after more than 48 hours), someone called us asking whether we took our baggage or not. This is not only horrible, pathetic service from Turkish Airlines, but it is downright fraud and cheating where you people lie to keep the passengers quiet and show no responsibility towards the safety of our luggage. Terrible customer service with no ethics or morals. Being tourists, we carry everything in one bag and that being delayed, puts us in great trouble whereas Turkish airlines are least bothered about the same. Nor they bother to inform or compensate.",0
  Flew with EVA 4 times in June both economy and Elite class. Always professional and kind service with quite good inflight food! Boeing 777 has a great leg rest for Premium Economy and I wish they had kept it for their new planes. Only disappointment is no PTV's on the brand new A321 to Cambodia and no wifi. ,1
"  Bangkok to Frankfurt via Doha on Qatar Airways, and both legs were on time, seats comfy, staff very friendly. Could have checked more often during the night if drinks were needed. My choice of gluten-free meals had been respected on our outbound flight, on the return flight they forgot about it. The movie choice was interesting. But on the leg Doha to Frankfurt I could neither finish the film that I had started on the first leg nor enjoy any other of them. Shortly after the start, my entertainment system broke down completely out of the blue. As some rows in front of me, a passenger seemed to have a medical problem, the steward was not able to look after such a minor problem as mine. So I was not even able to enjoy all the reworked blurred-skin-sequences that made my husband laugh, as I sat on the other side of the aisle and could not watch his screen either. By chance, I had a good book, and after an hour or so, I fell asleep. As I had another problem with my entertainment computer on the outflight, too, I think Qatar should check their IFE more regularly.",1
  London to Rabat via Paris. This was my second time. First time I travelled last year and flight was one hour delayed.  This time the flight was 3 hours delayed and then the connecting flight left us and they put us in terrible hotel and next day the flight got two hours delayed because technical issues and returning flight was 2 hours delayed. I will never recommend Air France. ,0
"  The flight out to Thailand was great. However the return flight was cancelled due to Covid. Qatar Airways was offering a change of date in place of return flight or refund or voucher. I recently contacted Customer services to arrange my return flight this has been very difficult and I've been told that they issued me with a voucher without me requesting this option. I have tried to have this rectified to enable me to book the return flight home to replace the original cancelled flight. The customer services have not been helpful in regard to this option, they now want to charge me a further amount for return flight offering the voucher value as discount on the ticket I require. After further discussions as to why a voucher was issued they inform me that another party had requested this without my consent or knowledge. Despite this they tell me that they are unwilling to put the error right and issue me with a return ticket.
",0
  Beirut to Doha. Attentive and professional I’ve flown with them on business and first class and the service is incredible. Very professional and friendly special the chief stewardess she walking around and introduce herself to us and willing to assist us with anything. The food was amazing during my flight. Overall my journey with Qatar airways was amazing.,1
"  Brisbane to Auckland return with Emirates in business class. From check-in, the flight crew, food and drink selection,  seat comfort and inflight entertainment selection, the experience was 10 out of 10! I was seated in the upper deck of the A380 both ways, which can be an advantage. I look forward to a longer flight (Europe), with Emirates in the future. Keep up the good work!",1
"  New York to Manila via Tokyo. The aircraft is really clean, but the seat is horrible, instead of your back going down, your butt is moving forward, the temperature is warm and very uncomfortable. I asked the flight attendant for an ice, she gave me a soda in a room temperature and told me that they don't have ice.",0
"  I flew on SQ217 from Singapore to Melbourne on the 4th of January. My flight was terrible. To begin with my seat was broken and couldn’t be moved and the entertainment device was broken as well. My flight of nearly 8 hours was spent looking blankly into space, seated in the same position. I had severe back pain upon arrival as a result for the next couple of days. When I informed the crew, first the steward said I will be compensated with a voucher and asked me to choose what I like from the duty free catalog. When I did choose a product that would be useful for me, I was told by the air hostess that my voucher is only for $75 Singapore dollars and the rest will have to be paid by me! I informed them I don’t need their $75 voucher and that I will make a formal complaint about the plane’s defects. After my return I did make the complaint and they got back to me saying that another travel voucher of AU$200 will be issued to be used in my next flight with Singapore airlines. But the worst part was they lied and said I was offered another seat but I had declined saying I wanted to be seated next to my husband. This was an outrageous lie. At no point did they offer me another seat. This is very concerning. I would urge everyone flying in SQ next time, to either video any exchange with the crew in situations like this or get it in writing. After discussing with my husband, I informed them that I would not be flying with them in the near future so they can give me a cash voucher. But they replied saying they can only give me a voucher to be used for my future bookings through Singapore airlines. I refused to accept it because I will not fly with them in the future. Even a budget airline would have been more comfortable than this flight. But the greatest worry is their dishonesty.",0
" Atlanta to Istanbul, A350 plane seems new, nice and clean. Food was good cabin crew was friendly. Istanbul to Bangkok, 330 plane seems aged and old food and crew was good. Overall experience with flight was great. Ground crew not so much.",1
